#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
4253	30298	31553	10762	9679	26432	17503	15823	12619	14634	11669	13424	20103	12977	753	13243	8707	11311	39116	22437	26353	16360	11767	38087	11798	12713	18839	26587	12769	15618	33767	10143	4480	21589	12265	9184	24234	14404	6782	6869	12912	28961	11258	27007	14671	6616	9022	7876	12312	15256	26994	2031	8254	19844	13261	21711	20139	63934	26842	15889	3122	23344	15320	9447	19093	14942	29000	56677	9821	14593	25172	22877	11458	7175	18077	35568	805	4868	6648	14877	7355	20031	11280	10713	33632	17949	6466	11879	17749	5733	33370	7250	14312	9580	12405	8366	13880	25976	11833	8513	27310	10749	21567
4254	2211	0	5050	4755	38607	6392	3622	36555	9632	25414	21197	8918	26147	24996	16306	13086	14707	25423	4439	12994	34621	7568	37120	62837	6541	12536	8899	2947	38775	65424	9338	4421	21585	27492	4718	19110	30885	32518	22040	8079	12008	6200	15311	22996	10080	1088	30623	10887	26424	33829	4901	15733	12113	29441	770	2489	24014	8538	20500	835	10157	11747	9606	12374	37155	18972	1229	18946	3288	8368	11781	17543	15831	12486	12839	64644	813	12762	7100	19072	69095	0	4336	21315	2490	3576	6095	14568	9736	62154	8485	31325	26865	335	5996	9218	7108	45693	5760	6232	15012	4351
4255	30968	2053	3719	0	25141	9250	17538	12919	7688	19010	0	11888	16426	57271	632	513	98224	18544	41038	5444	46467	563	23126	34628	1330	0	6789	1749	34558	0	3841	23170	7717	7300	36206	15350	25050	6759	18500	1057	3896	18835	14314	100888	18417	14069	0	1807	11245	670	23019	19898	42638	36186	13803	0	2121	26512	34241	25119	0	0	0	30809	10023	23069	4088	898	35263	10791	443	41036	0	36970	27972	20078	21735	0	0	16888	21917	18109	25444	6439	15755	13154	0	809	56190	9685	21510	28614	18204	314	33953	8292	15874	19405	15796	0	4539	17404
4256	8787	809	15758	957	26958	28776	4122	24022	1543	7086	3056	2711	31853	16261	451	1581	26425	13535	11601	727	18372	1004	14487	17221	809	1959	4287	455	12540	165212	2312	12978	32790	1630	29253	2160	18191	1740	11550	786	1699	18719	31557	22065	16435	14428	38301	3375	29766	1095	1593	39732	27179	12760	4073	55761	41045	7175	23555	7291	1082	509	496	17818	40572	20352	18647	0	37285	4415	2054	21033	1515	103445	40606	598	8687	1246	88398	26082	28810	15726	17248	743	20946	14708	3461	3356	23792	6730	13980	5171	8716	0	29971	3452	22271	33921	13175	698	4058	31420
4257	12897	14305	4907	6993	12588	0	23797	785	38999	32041	456	19068	6888	2454	64279	117607	1882	13515	23331	11589	22456	0	1919	71143	136766	1145	739	129047	1105	1205	493	24299	4024	4122	8661	23126	3304	34295	59388	18599	78692	24252	8202	507	10262	20416	4382	0	1534	2832	17089	6503	4491	1186	49419	5622	1499	5272	7969	2473	0	13714	15983	6461	1498	20397	6333	3532	2391	75289	0	36202	3899	1803	5967	3273	4152	7660	1461	16859	16995	5475	17603	849	33306	3109	11176	0	12124	0	2010	4191	1107	305	6734	47940	29467	1978	3783	12141	62253	5048
4258	554	1442	738	646	0	33132	3080	1441	1437	0	380	19162	727	1213	0	0	510	48867	940	623	523	1971	17323	1167	714	549	1671	456	0	1382	306	488	260903	512	39410	0	360	1718	2793	0	629	15737	13900	730	6386	393	925	499	4335	984	1356	9434	13390	11685	50943	7393	16403	1849	437	1384	685	471	462	1178	3053	365	356	755	962	707	600	1238	428	712851	504	945	4938	610	522	1112	681	702	485	307	295	7718	1019	2019	617	430	328	27988	30633	522	432	971	374	0	0	0	295475	975
4259	20061	3271	747	986	23309	1173	25542	18435	6223	14458	0	18070	8050	29983	465	746	11410	5598	46471	6831	32506	644	7704	114978	3013	2162	18708	2418	6618	7089	1095	16020	2727	12197	39430	15573	23309	7497	13392	496	2723	9582	7186	21658	102178	30408	702	15800	10822	858	19425	20961	29816	16266	40861	1408	746	37443	27233	29696	464	322	409	21930	17292	9190	15612	476	21562	3617	633	12326	14188	1574	7460	17749	87653	692	2827	30616	12811	54713	35706	4592	37057	13672	7182	5645	28493	37044	41880	18462	17653	0	46361	6213	23202	22389	14022	871	4601	16193
4260	27888	5807	1738	2705	32719	5997	8085	19036	3916	13452	7798	15320	13518	42540	2153	3298	24601	5373	32721	4763	32414	923	10849	14649	3826	6537	6222	5886	7337	11556	6751	15488	27797	8388	15820	7458	25607	9568	37942	1305	2642	32315	14190	9682	11338	38356	28351	3723	12647	3730	3616	55262	44516	41110	30619	13288	8126	7722	31928	23347	5893	1423	1017	37160	27224	26747	49607	1695	32197	22507	4108	36151	0	3643	35869	16667	25155	2518	5142	5997	7060	11937	22812	7180	28021	64334	6005	13225	26766	13743	16665	16219	5493	783	30065	2290	26667	44168	30832	950	9860	37973
4261	7451	1284	1903	0	14381	2954	14228	33666	1796	17395	1533	22229	19464	8680	1719	4961	34097	46045	22299	2423	24593	12476	2861	35937	1052	4603	45390	4080	2725	0	1453	19790	16272	15881	21348	7101	25918	16508	41350	2338	2627	42182	24831	2414	30512	5205	13072	22075	44568	879	15939	6802	19992	70735	15331	6033	8964	4263	9367	12463	6573	670	475	2143	101393	9942	72139	2495	25291	49536	12542	7150	877	5791	72737	6640	2920	1068	37180	7916	12635	29017	5992	40138	9865	3163	14333	16960	10676	73541	4380	20816	14723	7290	4510	8402	11641	28628	30093	376	11267	6976
4262	25519	16623	40687	10372	22460	22928	10611	7030	16913	14801	11849	2961	5784	41109	10092	24612	9730	16677	17586	9000	24310	24023	32073	16655	13552	12046	13389	8303	27468	23805	5098	3350	12481	19501	19384	19598	5885	23380	28731	11177	19081	5506	28568	20309	3174	12864	16704	19978	20856	20219	5060	26240	9282	12539	13129	17342	8029	18256	14334	13065	12143	16275	9227	15824	25134	23517	17205	8079	26847	38581	12962	22078	15745	14463	15150	1350	16182	4927	15329	21299	5035	12528	14366	25090	7182	18625	6086	23250	10368	2076	11358	51187	28356	9034	27933	6883	22630	37520	14221	14350	10455	32103
4263	40220	7431	2570	50641	19567	853	12630	728	30427	33975	1158	27480	15462	5458	39845	63218	3898	36311	20308	32425	14232	1195	1517	41079	104966	639	764	109499	2205	0	12115	6449	28885	6138	7970	61801	13528	35148	48986	5486	92850	20172	22042	565	8649	7126	5382	4480	7906	503	11527	3172	9561	526	84714	3326	854	19234	1928	1501	18929	69857	6231	2146	2356	33047	9425	848	2761	12950	586	18808	10247	935	813	647	2472	11705	1728	5884	27420	2751	8015	855	5773	1503	2619	640	7731	821	4379	12904	17076	525	1789	17770	18503	0	2438	948	101404	7036
4264	14425	14637	0	6884	32543	684	24619	12357	14077	26264	393	36966	35502	20984	14639	13044	8530	1515	28516	10718	13356	2831	951	21020	10635	8969	6007	1600	425	7977	4996	43557	16393	9729	18654	9268	16819	29232	17211	1841	10523	29254	33318	10762	20622	32863	5013	0	16316	2511	11602	36221	29515	48012	24707	7774	1521	22614	47617	26163	1159	656	432	15118	33101	24373	32700	445	16388	0	686	16460	3616	26821	15474	28827	7975	1052	21557	33236	10174	23045	12153	11467	29025	32683	2033	3024	23557	6317	39221	22926	17847	521	51311	7235	12168	70197	39518	0	13321	24117
4265	9438	562	27966	3965	1483	11810	2027	7095	985	7955	1072	8036	19947	32229	619	870	28430	17393	11297	3598	23613	1119	21135	24576	648	0	0	876	30943	158125	983	15638	137257	2876	36316	3502	10379	3765	10919	395	428	29291	10865	2681	5782	19347	42573	1901	2956	1331	3144	91714	32576	5067	7553	148436	22518	2447	26035	8587	536	0	801	18588	27563	14557	16901	682	11371	4728	539	31315	1299	39093	11423	4499	13749	714	39569	21265	45359	37365	27540	1213	12108	11629	988	1111	46610	3434	29501	3309	4568	5663	0	1561	19735	16202	16380	415	1307	16848
4266	92570	2494	0	11678	5682	0	1111	5268	1519	9002	289	13926	0	29579	6665	2509	10682	0	4827	3846	0	3910	6878	29165	3901	3013	4503	8537	0	0	2767	7677	0	2030	26452	3721	19784	10667	170861	2959	2857	0	0	0	299423	8488	0	2378	5748	3659	24759	0	19420	17357	2897	0	0	2834	19055	3700	2850	1852	1940	7229	21923	0	5143	2275	0	19713	3797	43819	2003	0	0	386001	0	793	3984	9070	0	5502	0	4579	8040	24896	6182	10375	106421	25624	17479	4787	2052	709	15253	3769	7079	0	25099	3424	1845	0
4267	23639	10898	1853	19169	11732	26685	3209	4768	21909	19505	322	21866	27541	15153	3219	4970	18450	13863	11719	3367	55616	968	14090	24967	11361	2185	8540	3751	12091	5123	5602	27833	30152	19983	29966	14907	13281	7123	12716	863	14943	40898	33395	51755	127813	6475	12053	6065	19848	3192	23546	9936	7186	34865	33666	32608	11570	8751	13365	12158	1508	1045	387	13779	6002	41448	7282	805	9221	22188	1992	42635	8378	5890	10543	14025	18113	419	20998	16673	10482	11225	17487	4144	7067	57832	2852	4079	20990	5032	17451	20075	18104	1244	74549	15388	7708	47505	30176	1876	8904	9867
4268	32049	11894	1657	48938	29333	3795	12014	68034	12315	23902	354	6260	22834	16923	780	1712	21732	19943	34728	9285	14291	1289	22940	38277	2653	1089	18979	8689	19559	0	4652	23204	0	11204	30107	26978	26336	10037	22777	0	7445	19576	24681	19950	18342	48468	0	14832	23829	862	25531	13438	48568	19795	30219	0	1218	32938	27416	15449	758	872	484	26461	26196	17003	19687	1233	36019	5666	722	25542	1184	0	27996	17337	13738	763	0	40683	16881	37690	31247	15783	31999	14818	766	2495	19590	12837	49574	11473	29911	383	11830	21522	17614	37030	6359	2333	4337	12630
4269	25528	679	17026	0	0	29361	0	774	0	0	0	0	0	0	0	29479	0	1826	0	0	0	0	56875	10797	0	54537	33268	0	3706	12298	0	19156	0	0	5819	3553	14260	271632	0	3019	0	0	4556	0	5032	488	4550	679	21469	569651	87150	0	2298	0	7495	6505	0	5611	0	1154	0	0	0	0	19749	5778	716	0	0	5739	0	0	0	10992	5540	16526	1285	0	1930	0	15220	0	11460	0	0	8438	11720	6892	1419	258060	0	0	5454	0	0	0	2370	4337	1239	0	0	0
4270	21161	5681	3733	1519	33820	3462	21100	35480	7996	29486	707	22504	12360	10752	2147	1541	32151	2873	20314	5316	68933	1949	12611	29976	25839	2884	19072	7120	7735	3145	756	15077	6000	23809	44792	14320	29525	21046	43131	1525	7763	24893	28173	18743	26591	18301	3772	13610	11639	2356	7008	15938	22501	25655	29413	13555	9498	11192	19991	20189	2332	408	423	11455	39142	15624	32910	1094	16325	6425	34192	15916	8413	4955	22580	18959	3563	324	2683	3866	16291	33974	32987	1987	16136	60987	4420	2718	14170	23773	46745	16886	5414	686	47391	12175	34989	46777	26732	977	7676	24809
4271	23474	1322	3552	3508	29229	20269	4738	15699	1601	2460	629	2871	30211	10479	494	2365	19171	10391	26226	1424	36008	1758	20490	14198	5435	2221	21377	8163	11182	11687	1726	14050	40012	23024	34315	2282	30754	4956	18194	1899	3287	31543	17022	27497	27156	20008	31844	1529	16487	0	2321	43955	18687	47130	12545	14951	19576	955	34798	26330	466	1267	1861	27341	71913	41001	13326	1675	29695	11336	2758	31839	0	14519	26779	1517	12759	591	21165	32869	30739	11662	13163	2109	27808	97069	1588	2109	15044	33715	15853	10232	16227	1901	18429	4804	21420	21976	77580	1613	2911	20146
4272	73634	3477	5328	3151	10343	11128	32497	22700	12132	7162	1023	20400	8339	42707	1912	1647	35258	12907	13920	4964	17274	1991	5978	21900	18426	2301	4918	16013	14982	3135	14779	54200	195798	3407	11134	20620	13246	15155	11103	1701	2644	5558	17663	33774	21701	10814	7786	5766	37264	1072	11280	32072	51664	33723	39244	6527	7272	23002	41998	9900	857	421	0	21877	53429	9736	12724	1820	7346	10374	15326	7010	0	12998	14544	8848	11123	0	6908	14084	5544	53198	15134	2444	8106	12631	8938	2392	6505	6890	11777	16184	5608	1359	46454	34299	22305	22349	24276	1511	4077	9350
4273	13693	7457	3703	11294	22130	12629	8128	7293	3107	32264	501	6530	10003	90945	4345	3915	9444	47130	34473	4643	25971	903	21806	42506	2117	2046	13164	4569	81560	33916	3103	10348	6863	4129	30975	13564	10094	11807	17910	1053	3083	8652	30234	12279	44898	6335	7191	6589	7660	25738	11583	46239	16788	24229	7233	12265	17472	6788	46582	10663	642	772	497	20623	7089	34488	5119	2374	35220	7043	618	28309	2754	20068	5575	31862	18163	630	29061	38151	26897	32514	58465	3686	17820	10830	2273	3616	37865	14749	10620	3798	22238	491	24714	8647	9406	52534	6972	2409	4580	34369
4274	3074	1410	50657	0	39598	23142	2543	10341	0	3629	0	4881	7273	84264	1225	1391	21777	33656	28067	1764	37330	1587	3679	50866	0	10025	6054	0	10919	32686	0	86079	12835	2714	14262	0	6790	8991	10694	0	0	38583	7827	24449	11663	98901	14989	1004	7761	1224	3753	33235	10885	18822	3324	53075	19978	6284	57826	9631	430	0	0	43691	9084	8151	14680	1791	131046	5535	0	8797	1935	18271	32337	35202	10140	0	13805	3616	18872	32435	19595	0	5765	7468	5527	0	21810	0	83352	0	5469	544	54157	0	10323	15452	9879	3224	0	33167
4275	11474	4349	1856	25772	4929	963	19291	41897	5389	7591	5344	28525	10914	46836	30272	68930	9214	2839	102521	25215	9820	12117	1641	31875	14226	3034	13675	41215	1658	5063	3458	20399	3293	13092	21942	2986	3636	12896	66917	1671	1586	14151	1315	4636	126627	22448	1524	6192	7832	30637	40230	3405	41838	5241	19994	3051	5611	13300	6553	16612	6850	4614	5281	14436	19237	37001	15673	35892	3732	19025	4061	8997	10053	1619	2444	1987	30430	0	2544	3999	3191	5479	19014	8604	9013	24165	23623	34201	4243	9298	19314	23460	20360	421	17592	5959	38450	14392	25377	37510	2531	16885
4276	26719	2536	29745	1937	7202	27047	6350	23781	2883	11950	1390	2463	27980	76721	961	1339	31576	60158	10758	2162	20855	2047	1875	17550	1389	2258	2226	769	43133	29363	1160	21833	20302	3622	13510	5336	24953	24443	27416	943	541	56941	30257	3150	12511	14425	25474	2382	37274	1258	3925	29039	14195	29848	9839	25592	7780	8754	37729	12080	1082	491	0	11522	65659	25377	29683	376	18900	4511	1811	23171	2099	18429	50619	21321	4325	0	27058	58029	36064	30554	15218	4996	19943	45561	1998	6728	14775	6282	23111	10217	3255	944	25725	1877	21445	41950	5913	3600	1190	32398
4277	7023	10724	8927	22567	11618	18176	20145	3337	12342	3275	364	1846	1577	12575	1093	839	3513	12008	7941	1729	22815	793	191587	17204	1319	791	1193	1722	55933	14968	1265	17887	16400	539	8917	2897	5438	9410	4194	0	530	2544	2731	14522	18855	27853	28369	799	7312	544	31195	11032	34240	24073	19658	35954	109750	13943	35647	26922	466	519	0	5626	1109	19077	25195	946	12288	5850	821	51041	2938	12503	147602	5710	82075	345	22253	1146	6952	7843	8548	854	14989	18173	628	1619	33660	30593	38838	1138	709	673	23759	782	1455	43904	59673	11364	786	13940
4278	5437	2247	6467	0	5925	10741	12394	15899	2616	8700	949	28777	7464	117923	2134	5252	73582	9769	7905	2643	0	7275	24307	18825	3935	60524	0	1950	3174	40120	1556	11101	38793	5125	34163	3158	7422	3744	42025	3989	2230	34437	18954	9481	39076	13209	41149	16644	45945	3538	2748	75780	74441	22747	24871	56600	11108	10164	43835	15235	8647	8297	542	11005	8012	7356	23222	2768	15006	6205	1238	3796	1131	20798	42102	28182	22178	1329	4770	15051	2447	6548	9087	3280	0	15764	6536	16379	49779	4239	11456	4739	4188	655	8464	3933	17043	73679	8019	4696	3591	15121
4279	8074	826	18971	0	15856	859	8062	2591	956	4123	1070	15164	16739	55485	0	1062	50350	2557	42834	1533	36839	727	2778	135766	0	0	3452	3078	2151	7575	609	14965	0	2977	133557	1582	5172	10898	60179	842	1575	0	1392	1151	130109	23230	5559	1571	17638	1742	2404	21522	35786	31691	9212	5817	4144	13663	29765	37461	967	632	0	29615	2539	11650	163129	959	26430	9064	1634	31142	1320	2669	7978	20846	35651	984	1402	1576	1530	14074	21715	2128	19040	14679	771	3954	18474	2277	45371	2533	1349	429	79995	1630	10608	17724	18865	1127	0	26057
4280	2498	4342	754	788	1470	301	2283	1186	10274	17372	0	739	34382	151132	0	291	854	1116	230032	2988	2019	2742	18949	27494	0	917	3951	3652	1584	48976	0	1330	265655	1618	5043	3725	1586	0	90231	336	310	2281	19113	937	39038	20686	33222	4811	36615	0	592	1721	111659	35428	31807	64560	2048	998	35940	58874	0	415	607	12535	38381	4179	609	953	1482	2807	0	1346	1255	739	1114	864	1644	629	18402	4774	1539	6897	1424	4783	0	24560	819	0	887	36041	892	5450	15718	0	16523	0	1489	1805	30087	2019	10310	2513
4281	9705	1197	8040	5806	31441	19996	2237	13822	1626	7826	416	5424	36313	24915	802	1177	27590	31438	16996	1115	30502	413	12100	14691	1211	431	1704	1432	17505	82433	885	22853	37405	5640	42102	2353	27677	9286	22244	395	722	33875	16210	10860	35959	40681	29156	354	43327	641	2018	36306	18279	37670	9733	24725	43082	2527	14038	16464	954	368	0	23644	41020	42869	33689	403	27092	8668	387	23129	1256	40588	18668	17604	6402	543	39796	34028	16966	28003	17668	1479	21285	14769	864	539	14682	7293	33481	10138	1464	519	1774	930	26311	75968	36998	423	473	28263
4282	4430	1420	1366	784	3829	8677	2751	18999	3000	13337	13426	2853	7311	2387	372	31085	122966	33694	3989	9669	5540	1308	32260	1405	5852	43441	27371	29594	51579	9453	527	3149	4491	22898	7340	13563	860	1724	9974	56366	44361	2104	6320	4171	3403	6186	5548	38973	58013	26303	7011	16233	10654	3889	9136	29875	35213	1116	27348	4841	653	19454	32151	1481	40895	11181	8076	41094	8054	3265	21369	3973	0	1531	34282	3530	4500	640	2972	98176	3232	27130	9429	118972	13531	4865	94321	49572	4355	14199	1864	3075	3798	316	4405	878	1940	18837	3025	1641	21703	4725
4283	21601	8102	3170	3209	14112	589	39814	51883	5234	11588	761	5648	21518	45911	5330	1613	12398	16838	62381	23384	13285	0	7754	41912	9854	457	10854	11864	4883	1366	1313	11716	13992	20772	30670	9055	44834	5596	66389	0	2472	8705	764	1928	34191	6985	3423	3586	5730	2121	195154	13308	9617	22737	5556	11160	853	14891	42199	17833	438	396	415	5909	7815	11582	21211	303	29150	26741	1432	5995	11892	954	19253	1114	24977	487	1376	40585	4515	37123	30757	768	13675	20988	8236	8599	28216	8758	19670	27236	73226	360	0	12395	59964	25513	13254	13794	6547	8217
4284	7786	708	767	3041	26468	1388	12331	3215	3930	6322	650	11691	8789	104607	1475	2064	4217	3545	25261	1984	103439	758	3017	59396	2269	3709	9193	1860	942	1861	718	138886	5384	5425	219507	2157	3894	34296	79893	518	5468	4147	2416	14616	16690	25484	3010	4417	3433	1842	4498	18694	13041	8402	3493	2201	6066	7814	10735	27802	762	886	456	21991	12628	23704	38930	1033	17116	6117	699	18005	1595	2333	15694	41662	18344	456	1704	2432	1735	4409	11552	1579	5261	63779	3291	1074	3590	8099	28470	2334	5082	739	21815	6417	6009	39934	84409	724	3820	75828
4285	777	337	7766	22511	729	10565	14936	20582	30064	669	34158	0	392	56628	41449	478	0	3105	19519	4715	0	0	1104	37855	0	328	0	636	1411	36139	363	0	15460	11189	0	8266	839	2743	8191	0	456	27888	101484	146898	0	5652	10088	6435	0	3633	31232	138505	0	8234	27357	35840	20948	41422	128857	41562	0	0	374	13093	634	1180	20612	0	4996	471	557	143077	10838	0	610	81935	2525	485	13412	18106	12021	7296	0	388	0	435	570	0	44282	10265	10324	25812	23123	938	47587	0	0	0	30236	296	0	0
4286	10785	971	3955	1784	20956	4532	6782	16348	1840	7652	392	8946	50074	37406	1179	1734	25703	8055	23218	1390	13506	1776	22481	21384	822	594	6832	1189	10247	40725	2123	38127	49939	5808	4661	3311	18011	3432	9729	432	2193	15448	6545	39611	32298	120447	60481	2061	25210	625	2906	10963	18696	17800	6913	49024	25832	7169	21897	11925	1381	352	0	74604	38827	79129	24009	1206	30285	4089	0	20880	1427	22365	13019	67812	9339	437	2934	5473	5091	18242	16344	2157	8929	47971	751	3423	17362	4018	58894	3828	3442	565	14705	1655	19140	34922	42425	1479	1124	24217
4287	12621	14570	5664	2042	28492	3685	18141	21055	17636	13977	417	29456	14775	45324	4334	2237	31928	15171	26246	12854	36185	1591	7056	46306	14882	968	21655	15422	4891	2276	10410	32828	8978	29834	69647	22533	12421	24908	21640	1340	14121	8512	23578	21851	60946	13626	6771	17905	12168	2494	39981	10627	19393	17409	13847	17995	11799	9891	14008	14418	588	903	1322	14150	14523	32141	8409	953	16718	13430	827	23846	4775	8559	7037	33295	38215	869	7501	11982	9617	23282	17309	15925	26577	21366	2311	3362	22256	22877	12109	37141	21734	1119	28008	17318	16035	23001	24760	1599	24710	24133
4288	22745	13085	5080	10036	24548	2798	28233	29435	27587	29541	796	11803	12193	11296	2896	5006	71485	29179	32543	20149	32638	650	7368	12574	11797	3082	14721	16842	32495	2156	12644	11595	5363	24702	24822	43142	24101	20117	31373	1007	17840	15849	40143	2807	11268	6733	3056	32935	14879	932	14632	26082	33587	14721	43722	2024	2832	12580	11518	14675	395	0	0	13587	26450	13803	14989	0	27786	17083	3203	23204	10440	3601	21344	1784	31479	0	1901	24921	12563	12782	16879	19839	22614	4898	12734	10929	33308	45011	11966	37720	46954	921	18103	20712	25027	20046	9198	903	9378	18683
4289	12061	4532	9787	1280	17119	8064	19571	19411	4304	21358	599	35865	16005	26254	2164	3556	21010	7132	13723	7586	32219	2012	15103	14472	3124	2496	1347	3492	9516	45856	4495	48709	15493	9448	39171	7355	37745	36881	12092	434	1211	17908	40550	19310	42013	15311	41474	1238	20027	1818	3617	70263	74681	31695	14037	34457	16644	15996	41258	15126	902	292	509	14031	25357	19445	31984	2981	19583	9879	1427	13803	5310	20980	16148	2298	10750	504	19574	18112	23698	19010	18348	7427	14714	18145	5618	9069	40476	12616	48935	13969	14207	473	930	2268	15098	40595	17190	533	1906	22841
4290	21694	6273	1022	1728	37402	2246	25013	3689	7671	10506	1865	23849	8514	80715	516	1135	38931	5670	14905	1192	45680	1154	6506	23512	2020	735	10438	1461	3013	10248	1209	27795	14167	12928	44039	7442	11009	13434	26350	931	2599	10017	6540	28020	67547	13877	9302	6198	15964	498	8564	39564	38124	35941	34982	2818	4099	6471	43024	25906	591	345	0	28090	25344	33305	23633	967	31449	13778	2572	33985	782	1632	20056	35771	31393	412	1442	6759	3778	30880	25209	3510	19702	30104	373	1796	15040	16164	29108	27447	21669	536	42004	8503	15483	82649	24592	736	4652	37883
4291	4902	2730	1287	12872	29095	2117	13900	1688	3226	8230	0	10706	24225	74175	3826	3966	23902	3370	38912	7776	56356	2139	22110	63593	3159	2542	7987	5689	6078	542	4490	24175	20545	5073	51305	7142	9840	11052	55166	358	5627	1508	4455	37458	55977	25526	11113	3054	7348	803	7484	8266	28161	32652	27429	7415	6002	4225	55727	28118	755	425	461	35662	2106	24994	36445	2470	25152	15499	559	56722	2878	3703	27346	43141	66638	436	1185	3960	2334	2907	18760	3544	22528	48306	8093	2317	3945	7071	39124	16361	7183	451	38365	10069	5580	34972	28698	6419	6678	39710
4292	3881	36043	638	6399	9304	3490	1898	4067	0	16443	0	1020	22409	7685	0	429	1276	8036	73769	10672	615	3644	0	54912	314	0	4711	0	3570	96538	422	2479	204534	892	13494	3987	7938	0	20292	0	553	929	19513	4588	30672	7299	52975	2068	228674	424	1648	6969	134432	38628	18243	42622	16455	0	56878	4523	524	638	421	22765	100583	9759	3331	406	1685	3168	858	936	0	2282	582	550	12030	644	35277	931	1033	6069	0	1032	474	35777	583	1603	1086	47458	2855	3563	1250	0	1457	5134	9904	13453	36575	738	13324	17824
