#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
32	633850	404120	1619473	1429843	1425158	221503	930343	735103	935481	1261646	27135	278914	1253569	1268507	108070	117102	1320439	1751206	1220278	1489823	904162	1052438	1358916	1329513	347651	2200590	1865624	757587	316978	262918	929143	543249	1356149	1263538	855624	1471028	1262987	434512	583368	97929	1423834	862658	1582796	1166117	930628	473444	1291847	1329336	794083	216415	2045786	1124053	1346609	1029768	909020	1800110	1096300	2041366	1316018	336970	1004612	148300	310014	751734	803909	565175	722678	1300817	1237066	537398	42800	700492	1331963	651812	1410799	11189	704806	839600	1996609	2168514	1716880	1517219	1414360	1106018	1039077	936286	2211583	1995598	1358547	2875136	1133986	1079481	934910	296380	645930	1895010	868520	564612	270721	1322960	596873	1118538
33	3109658	373490	738439	250915	1331958	601431	377712	236247	555301	354972	25336	401377	674327	1629652	43482	29343	1101283	3925883	1384910	83640	2275719	43714	1258205	2174758	461813	50208	518174	487528	1791846	1287561	453683	2145374	1427513	279423	3529208	414799	1112621	248741	890811	9123	796433	605663	174814	1424280	1798949	1868821	710339	547224	2440802	17155	583345	1845446	2095842	2419629	348461	464429	1513248	336103	1250331	620591	12734	21890	6388	1216182	1711470	1016942	2806491	74343	1383506	564953	861405	920238	0	934186	2885764	132744	1652357	5327	1122936	1318158	1418533	871104	1776406	201231	1361556	1350748	259388	113943	657985	266783	1503398	473598	788356	134260	3124883	232745	653752	2738599	2826726	34451	250320	3826131
34	842634	15068	710394	1448261	4636476	15091	50156	87181	20217	175875	313	9459	599259	431357	5489	4928	539921	568593	1980013	754804	80892	219396	84997	536279	16077	4416702	1926082	89827	20683	10154	163307	74043	390939	189527	84038	759458	2646447	3600	35261	5443	1182176	122558	1240381	748416	3182331	1185268	358381	819079	2564904	15769	5383046	150576	3720875	2265991	1856657	2286181	382288	0	165676	19100	259506	9035	13514	1103549	1175594	954515	38049	411237	148157	59713	1250	68343	830320	56986	7888170	2558	145035	130066	1971772	3355527	1303025	1437253	1025718	290823	500344	158225	3113086	1900214	650109	11028749	240055	85826	103802	17106	32826	2131020	1536838	3006182	15860	988016	33435	342003
35	291293	476560	15791	106031	218577	180874	307694	281100	625101	1137267	3859	31210	2288234	8394891	22671	36455	66059	155408	6396992	363981	178348	77232	1905349	3151614	69273	87597	403816	364049	16882	4591164	17212	130902	8960507	107478	629574	304304	903607	214130	3253248	4852	71768	171609	839457	57465	1482409	1907451	4064992	322073	3637220	3106	53660	381502	8496376	2301848	2138257	2517812	206252	158480	2957124	2608598	16044	22198	14916	926944	2728040	398390	99397	26797	157809	282541	408	402507	93099	58691	226899	582	131077	15149	1229133	316914	98171	435326	118678	468546	76787	1633491	19396	63830	71865	1639877	273044	459859	1332306	8972	1541301	70829	471165	390959	1962477	68074	748495	278049
36	1872416	97143	76254	278498	2437452	92428	1304673	401942	536465	1092771	6473	106869	1032488	124432	8295	32120	220873	39875	2081820	900811	957945	145206	321032	2133418	302280	497975	1219578	329348	49994	26146	33092	1365117	1494203	337169	447303	852462	3377164	494990	136122	33471	590760	451196	1014841	3469842	1980066	2572132	1493678	897144	3134840	36363	164364	782295	2858793	2073054	1096488	594248	550471	1798213	1093268	151845	141292	32430	8807	3669813	2870859	3105430	1119712	149440	615828	493581	3536	93797	938771	214678	3449920	6337695	163649	121556	65676	148628	103480	595066	87901	1251759	60713	1504255	41413	292795	446381	3430252	1573498	671547	202807	11585	670060	773460	2087857	4871052	549015	163808	86513	2317364
37	934129	936	399453	278569	405140	2029429	591833	493232	29535	129188	179083	238743	1111709	872055	67560	49952	680679	1215230	460294	36713	2301930	24673	2696724	2495295	150505	48364	692740	51182	663728	3760449	32929	1713400	5684654	574825	1275379	385357	477325	458078	1134049	4040	25878	3198120	519148	4844573	1627658	61149	4071396	54119	280995	22557	566260	5526544	665930	705217	189660	5169438	1779347	88363	1579831	414591	44413	4066	5359	827988	893047	947700	3272014	12604	1961216	388134	268356	623277	245727	3892429	2309915	99900	83549	2160	1923642	1626480	782342	446798	220080	28075	516831	1262471	86465	38190	749484	314448	2258018	533554	472985	69414	50654	33875	475906	1215464	1266946	8384	13203	1703949
38	1235722	36191	722588	1490175	5890091	15091	332701	119055	84956	144576	313	9459	34090	281714	5489	4928	572763	597262	2449081	1657516	40436	317434	92360	745529	38312	4280235	1529421	132149	20683	10154	229760	349058	62866	47527	98979	495088	4040939	19502	54961	5443	27673	160868	26634	1276854	3374058	700760	72750	133902	3628480	15769	5420068	47971	4308126	3084656	2133101	57106	16264	6493117	173316	46358	291548	9035	32474	1740760	280573	1576988	85248	494097	58466	44875	1250	96051	236963	84727	7526219	4095381	159295	145670	31933	34596	1326671	12802	1059375	154963	556803	24002	28410	1662754	680695	7822650	181259	138145	13077	17106	305645	42479	1172853	4006704	20724	1041614	44635	489904
39	177006	236748	68030	90955	508160	1269591	61490	177831	27926	51355	20578	39141	312672	97876	13003	12166	53638	8914999	1278680	51837	236637	40023	4440420	546175	34929	171964	627408	72559	8884230	14116409	36376	14903	4972540	59756	661257	70117	764135	25960	267197	4959	32067	304814	270748	4016319	132900	722380	437344	103929	1388872	21579	17141	617945	2077519	794459	620176	3596251	4469468	52380	559830	430230	29517	8266	3547	165321	167488	359529	1216520	14157	238517	296794	253257	33267	58078	427219	1101372	4277	881736	1589	11264619	985235	2937489	94546	140890	28263	200531	32081	849978	251652	94313	607624	254092	226904	417919	26758	123737	46539	219881	457982	495872	327918	193109	399280
40	1293735	317024	608313	700742	1877104	218365	814549	961827	702183	1394210	9430	239394	1597919	442351	36936	34756	686503	358707	1712267	1401329	1599935	340692	926200	1795763	619643	479883	1063330	785421	257414	132561	272045	815812	560509	983326	883499	1421760	1459442	445671	528719	55973	1049318	945826	1553808	1652930	1036062	1509048	617374	1408666	856395	173255	648410	580299	1071589	1980028	708096	1116162	298784	630698	1535541	179533	278772	124356	55818	716054	1880703	1585381	1275124	232197	1398802	1093518	35609	670721	739702	529746	1990622	0	569046	311786	313118	776945	602551	1257793	795334	1430136	573106	1353969	650953	879313	1324607	1907747	766344	618324	498484	23657	841637	1361221	1783421	2623307	522124	543050	205660	2161063
41	1196540	312106	1498868	1327967	857957	237687	601451	691243	476653	664205	27135	133467	934872	1274531	129977	145685	1239360	1585802	737227	887902	593312	928848	868656	758625	29250	1703086	1231434	618261	260804	278601	898580	931166	889166	911950	651501	894253	693715	333261	522549	121112	1180535	749415	1232564	643076	1691833	819722	826746	899919	1146790	253562	1876447	761995	922314	642238	1608078	1429810	890428	1433333	694471	57367	909631	171070	334707	1445362	549639	1067585	412337	1182230	826983	243827	43341	630745	963512	611361	1460991	1275218	579279	769737	1691260	1830577	1604626	1260164	1371534	604152	995009	640717	1897646	1435170	1137398	1957842	602362	579035	698252	216566	897707	1572850	560203	872849	587039	1197514	408373	631085
42	1922218	220686	637266	650111	734170	215599	1642490	866388	1044431	837367	8931	183736	1319928	489750	36936	35105	709520	324088	912442	974695	837657	16384	526590	1128161	587225	450538	1409788	635144	168473	111295	298887	1879690	1356826	658696	416480	1006427	2246088	761287	339672	84238	965314	710352	1306277	1018693	1824995	1103105	1561147	1215073	2208607	194721	643636	1552832	2153545	1394323	1521919	984816	190888	1758017	772616	396004	260052	150370	81555	1759274	2191879	2259497	649208	260423	900112	575977	35609	457466	1305768	463468	927629	1227023	338397	319692	304031	745608	582249	1016653	781544	977916	557681	800698	634385	735389	952470	1747066	1450077	1097726	292205	48408	1217360	1245097	1448156	1639986	962918	446729	297034	1258118
43	1460615	1795	911897	495087	1134725	617402	623986	354071	168357	396406	5809	265165	859810	2112499	30895	19727	679203	2408319	1214659	314466	1538087	22853	1038576	2093928	604140	21905	525816	435795	1287524	1960755	76670	1559828	1561837	345564	1521798	508010	961502	391171	958935	3006	155938	587148	806213	1019825	2608848	1338328	1113242	626961	1949194	11016	596418	2138599	1668290	1458578	263681	1018554	1083659	647764	1436617	1312832	4954	3997	1248	1196679	1587426	832940	991984	51571	1361186	516821	624942	1023651	32328	557029	1506635	501433	1169593	506	1280483	1432119	891692	1377396	1083614	370612	631330	3975622	384833	63132	933172	650311	2023648	428937	383957	49954	391448	57196	852627	2133537	1009955	14945	78222	1609905
44	263648	32037	158191	808016	164728	780471	271223	361809	300997	411100	125149	2611531	3267546	0	2585858	12251611	2306614	1050725	321645	625293	356987	371551	138772	171894	2245287	1580139	159246	325474	1564465	302137	2196126	397767	138744	382478	155961	521961	345048	200415	148672	151572	1543715	377707	135554	2566343	2121526	14062	137326	281675	194247	434606	595483	138292	973353	208926	405621	256827	5542050	194230	560260	20688	2351296	2033861	535673	109639	443392	364489	550008	1035900	223119	1343189	483011	122136	160947	215312	253022	71679	12936	365812	256249	357715	129407	199527	484719	408317	358321	461916	384966	1464185	385348	1444442	603058	195025	375608	435723	268583	4833312	360862	354677	341885	318811	274089	188922
45	270207	170315	593880	428766	750914	1435301	873669	101417	671262	303478	9572	153670	297222	2400106	39917	163485	139155	931211	945574	70767	2122081	18833	5282360	1082341	14002	5258	49339	28515	3032542	1856142	61752	1240364	2624673	61675	1122209	167298	300003	244255	899501	7417	45360	85686	148785	1100838	1966350	1312739	1870924	33857	342371	6244	960968	583910	2040423	1415154	502903	2558692	3082840	235961	2020763	1008455	6230	301	2097	1050021	98914	938781	794075	13634	1660635	267601	3468	2484775	79459	1591881	3451254	32993	1521815	440	1453109	75554	581828	171260	719303	15645	673338	572842	31180	15251	1760944	651208	884148	112027	81528	8772	1430540	71978	118132	1985890	1033405	684660	27798	1300523
46	505393	91114	641671	174054	651946	2038112	273815	226097	4388	301905	572	370831	898934	1284093	144838	38038	194809	2823645	843006	18615	1849720	1236	1521475	2166156	6344	1086	116138	4259	910609	1731211	35100	1906152	614056	192196	2118309	12871	647281	575445	885269	435	3993	1823751	779418	756089	1945157	1506810	363164	4054	843615	5469	241341	1587563	1571211	988949	302109	384109	1762975	8560	2101699	1417626	2534	1978	223	1111723	973128	874515	1244507	484	1873289	48620	59872	1082851	7175	2123894	559132	1121628	1228376	304	2318547	1583607	1612202	769971	477579	6700	663380	1308538	6288	14343	1853792	258129	1816422	184010	143128	1209	1552838	31621	800635	1833150	1220061	394	16659	1630355
47	153896	67663	8634163	261534	136293	1104818	178586	1154010	93570	129662	40712	304261	543355	221158	96992	140752	1210224	1937553	506589	245093	75533	1034297	611966	120442	116382	304610	374453	97248	179983	7037681	751805	108900	405608	423409	159436	321648	823007	511351	167348	19091	41216	853552	2860193	464408	159036	217355	184912	43582	3526842	2033034	3246583	63340	234018	115157	335940	1652195	1886545	996118	128662	30901	324272	7328	399722	136069	173486	266939	240163	150953	324123	16643	9746	260025	919538	749527	232832	34761	284266	536649	3686007	3995262	3416732	807117	1072081	421996	784376	128058	2509479	334631	414057	489000	155893	232919	504471	3978	440814	461501	470828	267710	147025	1445851	123331	65765
48	200798	79620	1634792	548300	239667	596447	156675	398839	100808	143728	7570	155762	878144	1155612	59217	34199	320746	2249366	874723	104666	719579	223011	3351595	1484852	62643	464651	239005	78887	1857276	161952	173105	216657	5426477	249461	1052698	181373	448831	136542	443454	6293	29771	1907780	806866	2136040	1038165	633917	3062161	130762	1309270	209357	928013	1150976	983306	527051	478037	3564331	379953	450893	731028	476333	135492	2120	9965	648505	292246	365375	1027515	104409	1166623	191449	4758	830366	562827	1181018	1815407	875636	799991	26605	2697483	1840688	1934771	946684	673629	98073	598840	661562	297798	154673	1231736	311292	802356	404621	554667	17716	908172	290668	423139	791227	350042	202827	70336	550504
49	172493	58441	1588983	524822	198079	550545	127563	363038	71015	129221	8569	121512	821419	1188408	40271	34199	294179	2216823	851188	77920	672978	193037	3311392	1448398	35465	419582	194562	64649	1826311	131174	152305	176421	5315583	212715	1022749	152037	419181	67870	388567	14911	29771	1881090	780408	2122830	1019172	585662	2993559	100439	1258531	171156	870631	1123624	945223	504538	459808	3540520	3585064	371862	685944	431247	101276	2120	9965	625125	265116	324341	991506	81775	1149587	162615	4758	792200	445664	1165809	1722121	811280	772395	26605	2662485	1817424	1851013	918999	654919	84197	563387	641915	276382	133257	1195362	290204	748527	393775	514222	18235	576154	247381	376761	752312	317377	169810	38427	517874
50	564556	355635	173698	152462	241318	121026	220742	129550	391415	453532	2965	31648	1509829	5636383	18202	28080	98996	127251	2859937	197156	104369	76364	1248475	1707507	99970	141915	353003	246424	79728	4373085	77136	240196	4056391	98918	351730	204076	319201	69703	2249445	19528	92827	32823	570984	33481	1334981	2009705	2600318	274644	4640066	11208	156838	510647	5799478	1152241	1602639	2902945	14325	151793	1904501	1951070	28232	30440	42087	450386	1272515	242054	135830	79905	161604	206797	3060	417138	140101	80991	214401	158362	212836	11688	748467	504151	140194	518699	108547	228304	24429	1286802	262797	233083	13099	809764	158768	317678	1087762	10809	1381434	113568	293053	459931	1671907	1000574	531564	126122
51	210838	131305	507206	363403	697751	1149876	715456	90278	542677	252991	5234	143090	331816	2161224	39478	117116	118666	785070	683559	54139	2011324	12924	4897202	983916	15980	3484	50018	27259	2743033	1729434	51346	1161152	2345595	57466	920342	127759	260200	172641	826549	7216	58219	80874	122623	877332	1815973	1206567	1704550	33268	255174	2649	824942	492411	1842012	1159866	411757	2384023	2873521	213974	1878490	885975	5233	621	1475	914689	97508	656542	699198	11988	1473925	196423	4068	2277258	83852	1425737	3181238	1244011	1414658	1686	1371274	66516	451644	166055	559375	32842	602865	469584	30137	16687	1655367	459382	727280	102956	78280	10622	1233117	74779	118803	1836000	960341	542563	28409	1160798
52	198175	17149	22854	20470	218425	200014	49835	416778	126327	298837	106448	219632	46527	59113	2169050	2419456	1612206	4747571	331886	1267846	212881	537942	483763	543449	877531	2266885	770991	3103059	2189888	255107	1305	92090	764428	341499	87039	456509	719080	360318	642800	974651	2474000	700078	548047	6763	28756	100684	175934	545204	3735117	353809	214682	32432	37754	1849973	856203	2012681	606075	264560	155851	5985	1164419	1172623	1776405	24497	1806458	986756	649948	925957	0	2498809	826232	194425	444855	375354	692706	103227	14003	20326	12929	2337780	118612	858655	168221	1073739	469347	30362	2518778	823947	32196	546064	46401	189775	54106	634	16643	287822	137327	1353617	341092	120197	589520	146269
53	423511	94801	1841627	174176	686083	1066360	278039	187821	263964	102368	9724	120907	407636	1039363	118678	111097	1389788	1995874	954659	230915	418988	361706	2628660	313710	92566	96118	252762	176171	1771888	7339353	343886	119890	1009643	664621	587389	337766	1199026	276620	330961	54684	74395	463172	1037453	1013843	392695	426628	577449	466179	2536993	439669	788200	236047	728159	507858	344052	964591	3580557	564772	345314	287865	102808	26598	22265	530150	69889	314528	611386	117775	683984	362372	26727	1091228	540923	506990	1453926	212058	940302	7245	3858625	1626439	1949244	474092	886732	341030	760172	102967	705752	249673	749490	631907	173903	329573	384670	9693	1447484	253522	416352	409856	168115	310741	110613	452731
54	310196	30790	386338	572515	451497	392072	203756	422868	30831	223451	36379	371345	629343	640259	189312	127759	236787	1720660	418798	86293	1458176	38281	199578	924328	25933	35717	220136	39685	1540152	111165	91548	1142553	2067865	298958	1172537	54962	627056	775768	498795	13956	24258	706251	531702	1660260	936587	919104	3564863	56041	555180	23338	309551	2375525	704078	799547	115988	3138309	1609153	129829	2055907	1247213	28645	4565	856	930566	621648	907927	1292271	12793	1531986	101658	148925	927130	157768	1923002	2519065	866537	408632	0	191266	1281936	1603329	617675	380072	122428	542167	718476	82744	199390	2058218	160260	1689668	171590	192079	70937	1496859	196971	703722	1150905	1169212	17544	1532	1037450
55	672378	156805	712713	1087067	455289	809894	211632	482022	195771	282114	17659	91282	452375	614646	89977	155174	699631	1623303	593903	212593	977159	234982	1738112	1046000	128044	365380	496161	186519	1680343	1726446	191573	412510	1844647	307802	904363	297585	651488	199846	424957	44290	79888	1218445	533928	2162138	677746	1006588	961761	278446	700838	185327	867280	1499206	482610	590858	325863	1415675	1810863	272744	666452	320491	183295	13080	16324	774111	480051	625476	1088926	239983	1117019	305600	9194	552393	535459	679155	1750840	580996	566646	31830	2099365	1351477	1604044	1352957	1184498	305656	906735	601650	503587	345977	1258422	879158	1026784	377312	378814	25140	938314	255012	720772	1018119	393790	232181	85673	901354
56	984684	68643	214282	230812	1035334	1330984	409032	173950	125590	383808	50972	316641	586601	2595399	14372	29715	318054	1183777	1301631	145695	35183	16972	1305077	2329456	90384	58246	276177	108793	1352205	1950387	53944	1477079	2130372	206268	1728474	116663	843264	205624	1065797	9857	127118	474507	174212	1559290	37691	2081924	1603550	290910	2066959	11509	121286	15984	13521	3121732	374364	273456	1477073	250616	1033615	930211	18796	1638	2922	1239159	1445178	884269	1917853	42874	1266137	370830	347813	862422	17263	163198	1588788	59399	12281	0	2079629	998053	506573	536340	382963	14153	250285	1693378	264231	56571	559427	456966	39616	265314	189853	52623	1583117	24917	528218	24045	1612753	27744	162747	1386294
57	251144	3490	589375	375794	647300	1208130	863927	94462	696987	293919	7245	223704	351392	1925375	73116	162842	165059	731768	763807	93008	1602881	24719	3728627	903342	16105	3607	69453	50081	2362687	1479449	102163	1007000	1992120	97646	833887	152561	280628	255088	778209	2100	67975	94729	142879	847795	1546518	981756	1512647	36304	268840	4633	871649	433326	1682601	1085529	436239	2105687	2445598	275859	1602356	784924	4709	364	691	847863	123284	764057	714751	14839	1345547	210485	3517	2026301	101392	1341295	2728381	897496	1196840	1207	1215871	82805	521694	223566	626691	31191	652045	401676	29717	13585	1499660	531071	732701	125223	130636	14569	1014270	136039	115958	1352251	860546	639609	22956	970338
58	538992	429098	49159	99496	144574	202637	334976	152777	383469	566571	8677	27214	1938594	2811763	22676	13727	44362	114676	2958010	156065	40116	57930	1339123	1373143	125089	98173	413607	137941	37573	2642828	25517	199838	2064497	167192	592114	256913	475890	92772	2465120	29106	87804	140239	1177953	45157	1253019	2050604	2494368	422451	4008822	5386	59321	859645	2452124	1630195	1374428	3886969	134862	50902	1330480	1092848	22370	38478	17065	792288	1426658	439829	154333	62307	233049	205279	3592	258975	61857	38031	191841	251160	180164	16254	1079266	635731	97108	888106	98840	289397	31469	1167248	50854	183008	158111	1234692	150667	428155	1049494	6658	1094597	53557	410575	398001	1667633	1672531	705854	98013
59	484735	1209	632997	28763	128977	355534	52459	234233	625442	53213	170247	83368	577722	79241	425236	144430	482077	80276	241626	14471	328815	167287	630151	68357	1218486	2298295	160031	69805	130549	752850	98545	2561128	416554	104204	579920	64164	266060	78161	58239	26309	272022	2578035	63887	2175220	2818267	46597	2875767	138119	1089390	45104	2313325	285260	35866	150813	6333	380040	5699661	3842582	205877	7692	304616	44697	32779	138859	344905	105937	3825	106592	364428	65207	36809	621337	346253	154662	6386311	1019863	25878	122608	31924	4274329	492199	5436209	187431	280900	49398	356291	515654	459881	269036	853524	179256	24375	109320	133472	237405	186837	363529	758721	42732	103825	290677	27021
60	7767	1036	53461118	4571	11548	13056	0	9226	8274	14396	12202	0	5689	147687	4468	29465	4036	9185	0	3901	43681	0	22208	32822	335883	36119	13477	3009	3708	4545	0	0	115878	0	35185	0	16567	101215	0	13190	0	0	0	6316	0	2589	0	0	12042	16103	7172	0	14189	35504	3930	26978	0	0	21087	7489	118553	2060	9013	5368	0	60673	1027	5279	0	36879	10877	8217	26921	0	3730	10070954	21265	0	13883	0	23872	0	12749	0	5056	20808	5201	0	15018	68398	12207	5650	23724	42382	27175	18617	4434	8070	6625	7115	13992	8079
61	222901	1834	501677	381662	630415	1072705	693389	100046	542563	253343	8912	170005	317453	1904741	52847	166509	144577	745749	735900	86642	1693469	17667	4092020	864790	0	3628	67498	11069	2400846	1367197	76191	1010886	1904373	86523	886211	123643	245653	216249	757334	3749	78317	90087	131884	860580	1586158	1048936	1522905	36225	287059	2511	742408	455362	1535546	1104667	408108	2026009	2372019	242605	1551399	838700	6118	885	881	845115	123031	739302	665992	10098	1280338	245626	1360	1855442	81129	1292893	2627018	990879	1211173	489	1061765	67835	446474	209272	567533	33267	594493	471495	24073	9781	1396319	472176	703713	105469	96935	5086	1096380	97825	125254	1493297	819921	602284	0	1053670
